feature,base_entropy,expected_entropy,IG,cost,IG_per_cost,num_values,numeric,categories_or_bins
SLAB.HAS_LOWER_LINING,149.33126230693634,149.30995373187253,0.021308575063812896,0.25,0.08523430025525158,2,True,"[(None, 1.0), (1.0, None)]"
CONSTRUCTION.ELEMENTS,149.33126230693634,149.30995877213286,0.02130353480347935,0.25,0.0852141392139174,2,False,"['EXISTS', 'NOT_EXISTS']"
BUILDING.OCCUPANTS.MAJORITY_REQUIRE_EVACUATION_ASSISTANCE,149.33126230693634,149.3100010774943,0.02126122944204667,0.25,0.08504491776818668,2,True,"[(None, 1.0), (1.0, None)]"
BUILDING.STRUCTURAL_ELEMENT.MAIN,149.33126230693634,149.31001464036308,0.021247666573259494,0.25,0.08499066629303798,2,False,"['EXISTS', 'NOT_EXISTS']"
FIRE.PROTECTION.INSTALLATION.MANUAL,149.33126230693634,149.31004387183935,0.021218435096983512,0.25,0.08487374038793405,2,False,"['EXISTS', 'NOT_EXISTS']"
BEAM.HAS_NOTCHES,149.33126230693634,149.31009621871033,0.021166088226010515,0.25,0.08466435290404206,2,True,"[(None, 1.0), (1.0, None)]"
ROAD.ACCESS.FIRE_DEPARTMENT.SECTION.IS_CURVED,149.33126230693634,149.31016678632022,0.021095520616114527,0.25,0.08438208246445811,2,True,"[(None, 1.0), (1.0, None)]"
FACADE.LOWER_START.ACCESSIBLE_FROM_ROOF,149.33126230693634,149.31020052035927,0.021061786577064368,0.25,0.08424714630825747,2,True,"[(None, 1.0), (1.0, None)]"
ROOF.HEIGHT_ABOVE_GROUND,149.33126230693634,149.3102954356201,0.020966871316232982,0.25,0.08386748526493193,2,True,"[(None, 28.0), (28.0, None)]"
SPACE.NOT_CONNECTED_TO_OPEN_SPACES,149.33126230693634,149.31032110737456,0.020941199561775647,0.25,0.08376479824710259,2,True,"[(None, 1.0), (1.0, None)]"
PREMISES.OCCUPIABLE_POINT,149.33126230693634,149.31042728602216,0.020835020914176994,0.25,0.08334008365670798,2,True,"[(None, 1.0), (1.0, None)]"
TIMBER.ELEMENT.CALCULATION.CONSIDERS_BRACING_EFFECT,149.33126230693634,149.31053446084917,0.020727846087169155,0.25,0.08291138434867662,2,True,"[(None, 1.0), (1.0, None)]"
FIRE_SECTOR.DELIMITING_ELEMENT.CONSIDERS_FIRE_ACTION_FROM_OPPOSITE_SIDE,149.33126230693634,149.31061546197606,0.02064684496028235,0.25,0.0825873798411294,2,True,"[(None, 1.0), (1.0, None)]"
ZONE.OCCUPANCY.NULL,149.33126230693634,149.31062425976663,0.020638047169711626,0.25,0.0825521886788465,2,True,"[(None, 1.0), (1.0, None)]"
ELEMENTS.SEPARATE_DIFFERENT_ESTABLISHMENTS,149.33126230693634,149.31067573384541,0.02058657309092382,0.25,0.08234629236369528,2,True,"[(None, 1.0), (1.0, None)]"
ELEMENT.COATING.CE_MARKED,149.33126230693634,149.31086679519456,0.020395511741782002,0.25,0.08158204696712801,2,True,"[(None, 1.0), (1.0, None)]"
REFORM.AFFECTS.CONSTRUCTIVE_ELEMENTS_SUPPORTING_FIRE_PROTECTION_INSTALLATIONS,149.33126230693634,149.31112665621532,0.020135650721016418,0.25,0.08054260288406567,2,True,"[(None, 1.0), (1.0, None)]"
REINFORCEMENT.LAYER_COUNT,149.33126230693634,149.31112869720312,0.020133609733221647,0.25,0.08053443893288659,2,True,"[(None, 1.0), (1.0, None)]"
BUILDING.STRUCTURAL_ELEMENT.COMMON,149.33126230693634,149.31122092348934,0.020041383446994132,0.25,0.08016553378797653,2,False,"['EXISTS', 'NOT_EXISTS']"
STEEL_PLATE.PROTRUSION_FROM_WOOD_SURFACE,149.33126230693634,149.31124414241276,0.020018164523577298,0.25,0.08007265809430919,2,True,"[(None, 0.0), (0.0, None)]"
STAGE_BOX.HAS_WALKWAYS,149.33126230693634,149.31134711545798,0.019915191478361294,0.25,0.07966076591344518,2,True,"[(None, 1.0), (1.0, None)]"
STRUCTURE.BRACED,149.33126230693634,149.3113979563468,0.019864350589529067,0.25,0.07945740235811627,2,True,"[(None, 1.0), (1.0, None)]"
BEAM.EXPOSED.ALL_SIDES,149.33126230693634,149.31145394784932,0.01980835908702261,0.25,0.07923343634809044,2,True,"[(None, 1.0), (1.0, None)]"
ELEMENT.IS_CROSSED_BY_INSTALLATION,149.33126230693634,149.31151444987174,0.01974785706460125,0.25,0.078991428258405,2,True,"[(None, 1.0), (1.0, None)]"
AREA.GROUPING.AREA.TOTAL_CONSTRUCTED,149.33126230693634,149.31162935923976,0.01963294769657864,0.25,0.07853179078631456,2,True,"[(None, 1000.0), (1000.0, None)]"
ROUTE.FOR_DISABLED_PERSONS,149.33126230693634,149.311649987262,0.019612319674337186,0.25,0.07844927869734875,2,True,"[(None, 1.0), (1.0, None)]"
LANDING.DIMENSIONS.STRICTLY_NECESSARY_BASED_ON_WIDTH,149.33126230693634,149.3116520246769,0.019610282259435508,0.25,0.07844112903774203,2,True,"[(None, 1.0), (1.0, None)]"
ROOF.INTENDED_FOR_EVACUATION,149.33126230693634,149.31179557502378,0.019466731912558544,0.25,0.07786692765023417,2,True,"[(None, 0.0), (0.0, None)]"
EVACUATION.ROUTE.CROSSES_ZONE,149.33126230693634,149.3119815197433,0.019280787193025617,0.25,0.07712314877210247,2,False,"['PARKING_ZONE', 'PARKING_ZONE.INDEPENDENCE_VESTIBULE']"
STAIRS.CONNECTS_SPECIAL_RISK_AREA,149.33126230693634,149.31230761319983,0.018954693736503714,0.25,0.07581877494601486,2,True,"[(None, 1.0), (1.0, None)]"
ROOF.NOT_FOR_ACTIVITY,149.33126230693634,149.3123407526843,0.01892155425204578,0.25,0.07568621700818312,2,True,"[(None, 1.0), (1.0, None)]"
SPACE.HIDDEN,149.33126230693634,149.31274784677544,0.01851446016090108,0.25,0.07405784064360432,2,False,"['EXISTS', 'NOT_EXISTS']"
STAIRS.CONNECTS_DIFFERENT_FIRE_SECTORS,149.33126230693634,149.31276589504594,0.018496411890396303,0.25,0.07398564756158521,2,True,"[(None, 1.0), (1.0, None)]"
EVACUATION.HEIGHT.DESCENDING.REQUIRES_MULTIPLE_EXITS,149.33126230693634,149.31282659327263,0.01843571366370611,0.25,0.07374285465482444,2,True,"[(None, 1.0), (1.0, None)]"
MATERIAL.BOARD,149.33126230693634,149.31318732298104,0.018074983955301605,0.25,0.07229993582120642,2,False,"['EXISTS', 'NOT_EXISTS']"
STRUCTURAL_ELEMENT.SUBJECTED_TO_TENSION,149.33126230693634,149.31390886730878,0.017353439627555645,0.25,0.06941375851022258,2,True,"[(None, 1.0), (1.0, None)]"
PANEL.LAYER.TYPE,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['MULTIPLE']
ACCESS_ROAD.TYPE,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['DEAD_END']
SYSTEM.FUNCTION,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['FIRE_COMPARTMENTATION']
SUPPORT.MATERIAL,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['STEEL']
STRUCTURE.MATERIAL,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['REINFORCED_CONCRETE']
ROOM.USAGE,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['PUBLIC.ASSEMBLY']
STAIR.PROTECTION.TYPE,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['PROTECTED']
ELEMENT.COATING.TYPE,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['FIRE_PROTECTION']
FLOOR.EXIT.TYPE,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['PASSAGE_DOOR.INDEPENDENCE_VESTIBULE.DIFFERENT_FIRE_SECTOR.SAME_FLOOR']
BOARD.USAGE,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['PROTECTION']
FIRE.SECTOR.RISK,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['MINIMUM']
JOINT.PROTECTION,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['UNPROTECTED']
PARKING.LOCATION,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['BELOW_OTHER_USE']
CORRIDOR.USERS.TYPE,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['REGULAR']
COLUMN.CONSTRUCTION.TYPE,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['ON_SITE']
DOOR.CLOSING_SYSTEM,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['AUTOMATIC']
SECTOR.FIRE_RISK,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['MINIMUM']
ENCLOSURE.TYPE,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['CLOSED']
ROAD.SECTION.TYPE,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['CURVED']
SLAB.FUNCTION,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['FIRE.COMPARTMENTATION']
PROTECTION.STATUS,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['PROTECTED']
MATERIAL.SUBTYPE,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['PLYWOOD.PANELS']
DOOR.STATUS,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['CLOSED.SECURE']
SUPPORT.ENCASEMENT.MATERIAL,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['MASONRY']
USAGE,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['PARKING']
SECTOR.RISK,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['MINIMUM']
FIRE.SPREAD.LOCATION,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['EXTERNAL']
STEEL_PLATE.POSITION,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['CENTRAL_PIECE']
ELEMENT.LOAD.TYPE,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['TENSION']
DOOR.LOCATION,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['BETWEEN_FIRE_SECTORS']
AREA.PREVIOUS_USAGE,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['RESIDENTIAL.HOUSING']
FACADE.FIRE_RESISTANCE,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['EI 60']
EQUIPMENT.TYPE,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['APARATOS']
REINFORCEMENT.LOCATION,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['BEAM.CORNER']
MANHOLE_COVER.LOCATION,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['MANEUVER_SPACE']
SUPPORT.ENCASEMENT.COVERAGE,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['ALL_EXPOSED_SIDES']
ELEMENT.SECTION.TYPE,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['THIN_WALLED']
SOLUTION.TYPE,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['ALTERNATIVE']
EXIT.TYPE,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['EMERGENCY']
AREA.SUBTYPE,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['ESCUELAS.INFANTILES']
LAG_SCREW.LOAD.TYPE,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['AXIAL']
ADHESIVE.USAGE,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['STRUCTURAL']
CONSTRUCTION.ELEMENT.TYPE,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['BEAM']
BEAM.FIRE_RESISTANCE,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['R90']
SITUATION.TYPE,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['FIRE']
FURNITURE.TYPE,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['UPHOLSTERED_FIXED_SEATING']
MATERIAL.PROTECTION,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['NONE']
FIRE_RESISTANCE.CALCULATION_METHOD,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['REDUCED_SECTION']
LOCATION,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['CEILING']
INSULATION.SYSTEM.LOCATION,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['VENTILATED_CAVITY']
FLOOR_SLAB.FIRE_RESISTANCE,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['R120']
GYPSUM.MORTAR.COATING.LOCATION,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['CEILING']
ROOM.EXIT.ACCESS_TYPE,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['LATERAL_TO_CORRIDOR']
DECORATIVE.ELEMENT.TYPE,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['SUSPENDED_TEXTILE']
STAIR.PROTECTION.STATUS,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['UNPROTECTED']
STEEL.PLATE.USAGE,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['SIDE_PIECE']
COATING.MATERIAL,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['GYPSUM.MORTAR']
ROOM.TYPE,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['HOSPITALIZED_PATIENTS_UNIT']
FLOOR.USAGE,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['PARKING']
JOINT.MATERIAL,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['TIMBER']
BEAM.EXPOSURE,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['ALL_FACES']
ZONE.RISK.LEVEL,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['HIGH']
BUILDING.USAGE.LOCATION,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['UNDER_OTHER_USES']
FACADE.ELEMENT.FIRE_RESISTANCE,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['EI_60']
ENCLOSURE.MATERIAL,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['TEXTILE']
CONSTRUCTION.ELEMENT.MATERIAL,149.33126230693634,149.33126230693634,0.0,0.25,0.0,1,False,['REINFORCED_CONCRETE']
